VariableName,Electricity:Facility,Gas:Facility
KeyValue,,
275,-0.7621380235199524,-0.9987194095891324
276,-0.7599451765623426,-0.9938609468258242
277,-0.7603815700105672,-0.9939156679937725
278,-0.7462490307754281,-0.9895347557082784
279,-0.6913964620235671,-0.990151464831066
280,-0.6038487627322146,-0.491040301592233
281,-0.5035348737569197,-0.47367514810334366
282,0.09076216909383517,-0.6349681030250323
283,0.049627016758953646,-0.6459379260176183
284,-0.005179546696880477,-0.6625512047266446
285,-0.00522057675888976,-0.6762946171677815
286,-0.06098421587355451,-0.6524780146066944
287,-0.00523991262179635,-0.6824501126284083
288,-0.00523282220301491,-0.6817487167911651
289,-0.005222934723594363,-0.6802814899016969
290,0.07824118929502255,-0.6773400758809934
291,-0.01939398141714554,-0.657857609447424
292,-0.24255524353838598,-0.6158484638294702
293,-0.26991117041712753,-0.6120429819945465
294,-0.43726573011725456,-0.5783365521032604
295,-0.46460712678092053,-0.5716693520914322
296,-0.6931603440900768,-0.9987193871521265
297,-0.7484491040999239,-0.9987195425853471
298,-0.7621380205027442,-0.9974388884493732
299,-0.7608208791467204,-0.9953549997375812
300,-0.759938456297236,-0.9913525583964414
301,-0.7603754220405388,-0.9915576153109287
302,-0.7462397870908477,-0.9859292126777249
303,-0.6913898214394862,-0.9875616407247065
304,-0.6034177847169131,-0.4262397934507033
305,-0.5032562722751122,-0.4113964511007411
306,0.09083855263566054,-0.6172245458523031
307,0.04955082335430627,-0.6844250850364044
308,-0.005230262673142415,-0.6985335569310098
309,-0.004198344446250338,-0.7329441373960908
310,-0.060139461558248675,-0.7208529479638242
311,-0.00539524430267191,-0.7451603194730612
312,-0.005459010242872211,-0.7675215519187375
313,-0.00540571502858156,-0.7479606480770942
314,0.07811748565996779,-0.7246124729977377
315,-0.019429611621818447,-0.6739687286794849
316,-0.24254152241129498,-0.6153243295564153
317,-0.26986701136302804,-0.6015925203754395
318,-0.4371929091119568,-0.5569462049687537
319,-0.46453018768125504,-0.5482500779834822
320,-0.6931603410099496,-0.9987194002516405
321,-0.7484491016468499,-0.9974389491842112
322,-0.8179598691835344,-0.9987193725751748
323,-0.8157644155237902,-0.9930647396873752
324,-0.8161998194493675,-0.9927035357914364
325,-0.815751826443263,-0.9867046396552225
326,-0.8025011917084975,-0.9887340137004512
327,-0.7746687485988973,-0.9808609003147892
328,-0.6034513809889033,-0.4350734355357916
329,-0.6145389978166051,-0.31090701063097625
330,-0.3550673190018506,-0.42993977040209197
331,-0.3963182074570185,-0.471050475544868
332,-0.45120040412286344,-0.5030954674221328
333,-0.4512884396406156,-0.524099703161651
334,-0.45138244807044114,-0.5537636783790265
335,-0.4515163277136689,-0.6075708580551146
336,-0.7304734690798581,-0.5474723106999961
337,-0.7303861216905128,-0.5184173162692391
338,-0.6466577635419692,-0.4300522190362934
339,-0.6602361952713532,-0.33273515868895354
340,-0.6947584666441788,-0.9974366500022072
341,-0.7216977054870257,-0.9978623726595548
342,-0.7199403782570032,-0.9920766795729509
343,-0.7477486514568052,-0.9903470390821557
344,-0.7746833029350594,-0.9880701793974095
345,-0.8024901219070664,-0.9840685458096207
346,-0.8157370338972432,-0.9829110008055117
347,-0.7942762712724079,-0.9323747065801535
348,-0.7981906644495551,-0.9256048744317413
349,-0.7942128270280715,-0.8982057719213281
350,-0.784458451430435,-0.9053623845141422
351,-0.7484981845754262,-0.8779710817828704
352,-0.7022866424083094,-0.8926173121822261
353,-0.7092187724522552,-0.8749028143768395
354,-0.7323850209164858,-0.9192811670538446
355,-0.7649673643686782,-0.9328694271466671
356,-0.8282641572129141,-0.9438301721319032
357,-0.8304571981975045,-0.9494297912911428
358,-0.8326479313070018,-0.9531714066234016
359,-0.8296037545996513,-0.9542997484879953
360,-0.8300505791366658,-0.9575984589751858
361,-0.8243647569186628,-0.9458171085222272
362,-0.7447956848391262,-0.9342251714212572
363,-0.671025655654558,-0.9005087319307437
364,-0.6749597285415647,-0.9099350947665945
365,-0.6983633425304592,-0.8885246032733454
366,-0.7023214728194742,-0.9063686357185285
367,-0.725719490124858,-0.8810134392776033
368,-0.757053098308793,-0.8967655486374356
369,-0.7804556480352283,-0.8731025447454258
370,-0.7981071522448862,-0.8907785929945566
371,-0.7941276149295953,-0.8655453896033775
372,-0.7980972075937982,-0.8864863927803712
373,-0.7941198100013852,-0.8620435185123595
374,-0.7843995185489516,-0.8827841393180238
375,-0.7530348057166345,-0.8545213117295992
376,-0.7022502841667977,-0.8772931627728282
377,-0.709169769220372,-0.8538208574498898
378,-0.7323356239203869,-0.8975604320811291
379,-0.7694981523087007,-0.9027756536873425
380,-0.8281955716019141,-0.9110573335786666
381,-0.8242806230284314,-0.9102376915640125
382,-0.8282453362603239,-0.9305173919581432
383,-0.824316691798551,-0.9241299453369125
384,-0.8282657196863162,-0.9363886043634928
385,-0.8243018800421626,-0.9162902147696815
386,-0.7543198176966989,-0.9146240526652607
387,-0.6709771031007583,-0.881630288078449
388,-0.6749235992876481,-0.8952350935887989
389,-0.6983063559076339,-0.8642192345300085
390,-0.702268594983411,-0.8834490953144977
391,-0.7256479221227359,-0.8512613034851937
392,-0.7570015583535068,-0.8758879493934784
393,-0.7803746566654124,-0.8427647398893803
394,-0.7422469505533815,-0.8776077856960229
395,-0.738257759196924,-0.8474598134530268
396,-0.7422374347061806,-0.8732504414521174
397,-0.7382254824217312,-0.8377056440395886
398,-0.7285256628112939,-0.8667054359350632
399,-0.6692383214752375,-0.8355397149005828
400,-0.5987497914177412,0.0787934493457727
401,-0.4995970844225553,0.06400088487138822
402,0.09295849385274968,-0.2556325800792325
403,0.05062448514807327,-0.41868741020679145
404,-0.004484268683921935,-0.48330373206859345
405,-0.004022236259759726,-0.563184462869184
406,-0.05975403957972469,-0.5535446384707954
407,-0.004830891596194765,-0.6652270299757648
408,-0.005268745605041761,-0.6931075817839907
409,-0.005319252928038809,-0.7120539281602773
410,0.06858318766655924,-0.706106110999509
411,-0.019359891893518274,-0.639806883858173
412,-0.24233486157202078,-0.54110239150184
413,-0.26969495130896004,-0.5433222227812456
414,-0.4368107305658601,-0.45013431946452465
415,-0.4641210456724348,-0.4394203673882694
416,-0.6931603343777659,-0.9974387832292124
417,-0.7484490981717921,-0.9987193553780125
418,-0.7621380167982721,-0.9987195018338506
419,-0.7621380143576892,-0.998719429024772
420,-0.7621380149928462,-0.9974388620257297
421,-0.7612609928582806,-0.9970245870517319
422,-0.746694227935031,-0.9949875855549842
423,-0.690961706046998,-0.991457095464358
